order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price,hour
7173,3162,2023-02-22,1900-01-01 20:40:55,105,105,Mac & Cheese,American,7.0,20
7174,3163,2023-02-22,1900-01-01 20:43:58,107,107,Orange Chicken,Asian,16.5,20
7175,3164,2023-02-22,1900-01-01 20:47:46,130,130,Shrimp Scampi,Italian,19.95,20
7176,3165,2023-02-22,1900-01-01 21:02:45,106,106,French Fries,American,7.0,21
7177,3165,2023-02-22,1900-01-01 21:02:45,114,114,Potstickers,Asian,9.0,21
7178,3166,2023-02-22,1900-01-01 21:12:20,102,102,Cheeseburger,American,13.95,21
7179,3167,2023-02-22,1900-01-01 21:13:36,103,103,Hot Dog,American,9.0,21
7180,3167,2023-02-22,1900-01-01 21:13:36,120,120,Steak Torta,Mexican,13.95,21
7181,3167,2023-02-22,1900-01-01 21:13:36,122,122,Chips & Salsa,Mexican,7.0,21
7182,3167,2023-02-22,1900-01-01 21:13:36,130,130,Shrimp Scampi,Italian,19.95,21
7183,3168,2023-02-22,1900-01-01 21:36:58,107,107,Orange Chicken,Asian,16.5,21
7184,3169,2023-02-22,1900-01-01 21:50:42,101,101,Hamburger,American,12.95,21
7185,3169,2023-02-22,1900-01-01 21:50:42,107,107,Orange Chicken,Asian,16.5,21
7186,3169,2023-02-22,1900-01-01 21:50:42,109,109,Korean Beef Bowl,Asian,17.95,21
7187,3169,2023-02-22,1900-01-01 21:50:42,131,131,Chicken Parmesan,Italian,17.95,21
7188,3170,2023-02-22,1900-01-01 22:13:50,108,108,Tofu Pad Thai,Asian,14.5,22
7189,3170,2023-02-22,1900-01-01 22:13:50,130,130,Shrimp Scampi,Italian,19.95,22
7190,3170,2023-02-22,1900-01-01 22:13:50,106,106,French Fries,American,7.0,22
7191,3171,2023-02-23,1900-01-01 11:18:31,121,121,Cheese Quesadillas,Mexican,10.5,11
7192,3172,2023-02-23,1900-01-01 11:52:30,101,101,Hamburger,American,12.95,11
7193,3172,2023-02-23,1900-01-01 11:52:30,108,108,Tofu Pad Thai,Asian,14.5,11
7194,3173,2023-02-23,1900-01-01 11:54:41,102,102,Cheeseburger,American,13.95,11
7195,3173,2023-02-23,1900-01-01 11:54:41,111,111,California Roll,Asian,11.95,11
7196,3173,2023-02-23,1900-01-01 11:54:41,112,112,Salmon Roll,Asian,14.95,11
7197,3174,2023-02-23,1900-01-01 12:09:18,104,104,Veggie Burger,American,10.5,12
7198,3175,2023-02-23,1900-01-01 12:10:43,109,109,Korean Beef Bowl,Asian,17.95,12
7199,3175,2023-02-23,1900-01-01 12:10:43,117,117,Chicken Burrito,Mexican,12.95,12
7200,3175,2023-02-23,1900-01-01 12:10:43,121,121,Cheese Quesadillas,Mexican,10.5,12
7201,3176,2023-02-23,1900-01-01 12:21:42,102,102,Cheeseburger,American,13.95,12
7202,3176,2023-02-23,1900-01-01 12:21:42,128,128,Cheese Lasagna,Italian,15.5,12
7203,3177,2023-02-23,1900-01-01 12:23:43,104,104,Veggie Burger,American,10.5,12
7204,3177,2023-02-23,1900-01-01 12:23:43,113,113,Edamame,Asian,5.0,12
7205,3178,2023-02-23,1900-01-01 12:30:16,122,122,Chips & Salsa,Mexican,7.0,12
7206,3179,2023-02-23,1900-01-01 12:41:52,101,101,Hamburger,American,12.95,12
7207,3179,2023-02-23,1900-01-01 12:41:52,127,127,Meat Lasagna,Italian,17.95,12
7208,3179,2023-02-23,1900-01-01 12:41:52,127,127,Meat Lasagna,Italian,17.95,12
7209,3179,2023-02-23,1900-01-01 12:41:52,105,105,Mac & Cheese,American,7.0,12
7210,3180,2023-02-23,1900-01-01 12:44:52,119,119,Chicken Torta,Mexican,11.95,12
7211,3181,2023-02-23,1900-01-01 12:51:43,102,102,Cheeseburger,American,13.95,12
7212,3181,2023-02-23,1900-01-01 12:51:43,132,132,Eggplant Parmesan,Italian,16.95,12
7213,3182,2023-02-23,1900-01-01 12:57:29,127,127,Meat Lasagna,Italian,17.95,12
7214,3183,2023-02-23,1900-01-01 13:04:34,117,117,Chicken Burrito,Mexican,12.95,13
7215,3184,2023-02-23,1900-01-01 13:15:00,126,126,Fettuccine Alfredo,Italian,14.5,13
7216,3185,2023-02-23,1900-01-01 13:22:07,117,117,Chicken Burrito,Mexican,12.95,13
7217,3185,2023-02-23,1900-01-01 13:22:07,111,111,California Roll,Asian,11.95,13
7218,3185,2023-02-23,1900-01-01 13:22:07,132,132,Eggplant Parmesan,Italian,16.95,13
7219,3186,2023-02-23,1900-01-01 13:22:54,102,102,Cheeseburger,American,13.95,13
7220,3186,2023-02-23,1900-01-01 13:22:54,111,111,California Roll,Asian,11.95,13
7221,3186,2023-02-23,1900-01-01 13:22:54,112,112,Salmon Roll,Asian,14.95,13
7222,3187,2023-02-23,1900-01-01 13:27:18,101,101,Hamburger,American,12.95,13
7223,3187,2023-02-23,1900-01-01 13:27:18,102,102,Cheeseburger,American,13.95,13
7224,3187,2023-02-23,1900-01-01 13:27:18,108,108,Tofu Pad Thai,Asian,14.5,13
7225,3187,2023-02-23,1900-01-01 13:27:18,124,124,Spaghetti,Italian,14.5,13
7226,3187,2023-02-23,1900-01-01 13:27:18,110,110,Pork Ramen,Asian,17.95,13
7227,3187,2023-02-23,1900-01-01 13:27:18,113,113,Edamame,Asian,5.0,13
7228,3187,2023-02-23,1900-01-01 13:27:18,113,113,Edamame,Asian,5.0,13
7229,3187,2023-02-23,1900-01-01 13:27:18,120,120,Steak Torta,Mexican,13.95,13
7230,3187,2023-02-23,1900-01-01 13:27:18,105,105,Mac & Cheese,American,7.0,13
7231,3187,2023-02-23,1900-01-01 13:27:18,122,122,Chips & Salsa,Mexican,7.0,13
7232,3187,2023-02-23,1900-01-01 13:27:18,122,122,Chips & Salsa,Mexican,7.0,13
7233,3187,2023-02-23,1900-01-01 13:27:18,131,131,Chicken Parmesan,Italian,17.95,13
7234,3188,2023-02-23,1900-01-01 13:34:56,121,121,Cheese Quesadillas,Mexican,10.5,13
7235,3189,2023-02-23,1900-01-01 13:59:04,102,102,Cheeseburger,American,13.95,13
7236,3189,2023-02-23,1900-01-01 13:59:04,103,103,Hot Dog,American,9.0,13
7237,3189,2023-02-23,1900-01-01 13:59:04,109,109,Korean Beef Bowl,Asian,17.95,13
7238,3189,2023-02-23,1900-01-01 13:59:04,110,110,Pork Ramen,Asian,17.95,13
7239,3189,2023-02-23,1900-01-01 13:59:04,113,113,Edamame,Asian,5.0,13
7240,3189,2023-02-23,1900-01-01 13:59:04,105,105,Mac & Cheese,American,7.0,13
7241,3189,2023-02-23,1900-01-01 13:59:04,106,106,French Fries,American,7.0,13
7243,3190,2023-02-23,1900-01-01 14:24:16,124,124,Spaghetti,Italian,14.5,14
7244,3190,2023-02-23,1900-01-01 14:24:16,132,132,Eggplant Parmesan,Italian,16.95,14
7245,3191,2023-02-23,1900-01-01 15:11:01,117,117,Chicken Burrito,Mexican,12.95,15
7246,3191,2023-02-23,1900-01-01 15:11:01,132,132,Eggplant Parmesan,Italian,16.95,15
7247,3192,2023-02-23,1900-01-01 15:19:27,112,112,Salmon Roll,Asian,14.95,15
7248,3193,2023-02-23,1900-01-01 15:49:25,123,123,Chips & Guacamole,Mexican,9.0,15
7249,3194,2023-02-23,1900-01-01 16:19:34,125,125,Spaghetti & Meatballs,Italian,17.95,16
7250,3195,2023-02-23,1900-01-01 16:24:11,103,103,Hot Dog,American,9.0,16
7251,3195,2023-02-23,1900-01-01 16:24:11,112,112,Salmon Roll,Asian,14.95,16
7252,3195,2023-02-23,1900-01-01 16:24:11,114,114,Potstickers,Asian,9.0,16
7253,3196,2023-02-23,1900-01-01 16:28:00,111,111,California Roll,Asian,11.95,16
7254,3196,2023-02-23,1900-01-01 16:28:00,122,122,Chips & Salsa,Mexican,7.0,16
7255,3197,2023-02-23,1900-01-01 16:36:02,108,108,Tofu Pad Thai,Asian,14.5,16
7256,3198,2023-02-23,1900-01-01 16:40:05,126,126,Fettuccine Alfredo,Italian,14.5,16
7257,3198,2023-02-23,1900-01-01 16:40:05,132,132,Eggplant Parmesan,Italian,16.95,16
7258,3199,2023-02-23,1900-01-01 17:13:58,115,115,Chicken Tacos,Mexican,11.95,17
7259,3199,2023-02-23,1900-01-01 17:13:58,106,106,French Fries,American,7.0,17
7260,3200,2023-02-23,1900-01-01 17:16:39,109,109,Korean Beef Bowl,Asian,17.95,17
7261,3200,2023-02-23,1900-01-01 17:16:39,123,123,Chips & Guacamole,Mexican,9.0,17
7262,3201,2023-02-23,1900-01-01 17:21:33,104,104,Veggie Burger,American,10.5,17
7263,3201,2023-02-23,1900-01-01 17:21:33,110,110,Pork Ramen,Asian,17.95,17
7264,3201,2023-02-23,1900-01-01 17:21:33,123,123,Chips & Guacamole,Mexican,9.0,17
7265,3201,2023-02-23,1900-01-01 17:21:33,132,132,Eggplant Parmesan,Italian,16.95,17
7266,3202,2023-02-23,1900-01-01 17:22:50,104,104,Veggie Burger,American,10.5,17
7267,3202,2023-02-23,1900-01-01 17:22:50,110,110,Pork Ramen,Asian,17.95,17
7268,3202,2023-02-23,1900-01-01 17:22:50,131,131,Chicken Parmesan,Italian,17.95,17
7270,3203,2023-02-23,1900-01-01 17:23:12,106,106,French Fries,American,7.0,17
7271,3203,2023-02-23,1900-01-01 17:23:12,132,132,Eggplant Parmesan,Italian,16.95,17
7272,3204,2023-02-23,1900-01-01 17:29:25,111,111,California Roll,Asian,11.95,17
7273,3204,2023-02-23,1900-01-01 17:29:25,119,119,Chicken Torta,Mexican,11.95,17
7274,3205,2023-02-23,1900-01-01 17:31:33,102,102,Cheeseburger,American,13.95,17
7275,3205,2023-02-23,1900-01-01 17:31:33,111,111,California Roll,Asian,11.95,17
7276,3205,2023-02-23,1900-01-01 17:31:33,106,106,French Fries,American,7.0,17
7277,3206,2023-02-23,1900-01-01 17:31:54,107,107,Orange Chicken,Asian,16.5,17
7278,3206,2023-02-23,1900-01-01 17:31:54,113,113,Edamame,Asian,5.0,17
7279,3206,2023-02-23,1900-01-01 17:31:54,130,130,Shrimp Scampi,Italian,19.95,17
7280,3206,2023-02-23,1900-01-01 17:31:54,123,123,Chips & Guacamole,Mexican,9.0,17
7281,3207,2023-02-23,1900-01-01 17:34:41,108,108,Tofu Pad Thai,Asian,14.5,17
7282,3207,2023-02-23,1900-01-01 17:34:41,109,109,Korean Beef Bowl,Asian,17.95,17
7283,3208,2023-02-23,1900-01-01 17:41:51,108,108,Tofu Pad Thai,Asian,14.5,17
7284,3209,2023-02-23,1900-01-01 17:42:59,107,107,Orange Chicken,Asian,16.5,17
7285,3210,2023-02-23,1900-01-01 18:05:29,108,108,Tofu Pad Thai,Asian,14.5,18
7286,3210,2023-02-23,1900-01-01 18:05:29,110,110,Pork Ramen,Asian,17.95,18
7287,3210,2023-02-23,1900-01-01 18:05:29,129,129,Mushroom Ravioli,Italian,15.5,18
7288,3210,2023-02-23,1900-01-01 18:05:29,131,131,Chicken Parmesan,Italian,17.95,18
7289,3211,2023-02-23,1900-01-01 18:22:26,116,116,Steak Tacos,Mexican,13.95,18
7290,3211,2023-02-23,1900-01-01 18:22:26,108,108,Tofu Pad Thai,Asian,14.5,18
7291,3212,2023-02-23,1900-01-01 18:33:38,101,101,Hamburger,American,12.95,18
7292,3212,2023-02-23,1900-01-01 18:33:38,129,129,Mushroom Ravioli,Italian,15.5,18
7293,3213,2023-02-23,1900-01-01 18:37:54,102,102,Cheeseburger,American,13.95,18
7294,3214,2023-02-23,1900-01-01 18:39:22,119,119,Chicken Torta,Mexican,11.95,18
7295,3215,2023-02-23,1900-01-01 18:48:26,113,113,Edamame,Asian,5.0,18
7296,3216,2023-02-23,1900-01-01 18:51:30,125,125,Spaghetti & Meatballs,Italian,17.95,18
7297,3216,2023-02-23,1900-01-01 18:51:30,117,117,Chicken Burrito,Mexican,12.95,18
7298,3216,2023-02-23,1900-01-01 18:51:30,127,127,Meat Lasagna,Italian,17.95,18
7299,3216,2023-02-23,1900-01-01 18:51:30,129,129,Mushroom Ravioli,Italian,15.5,18
7300,3217,2023-02-23,1900-01-01 19:56:16,102,102,Cheeseburger,American,13.95,19
7301,3217,2023-02-23,1900-01-01 19:56:16,103,103,Hot Dog,American,9.0,19
7302,3217,2023-02-23,1900-01-01 19:56:16,125,125,Spaghetti & Meatballs,Italian,17.95,19
7303,3217,2023-02-23,1900-01-01 19:56:16,119,119,Chicken Torta,Mexican,11.95,19
7304,3218,2023-02-23,1900-01-01 19:57:22,108,108,Tofu Pad Thai,Asian,14.5,19
7305,3219,2023-02-23,1900-01-01 20:21:54,116,116,Steak Tacos,Mexican,13.95,20
7306,3219,2023-02-23,1900-01-01 20:21:54,119,119,Chicken Torta,Mexican,11.95,20
7307,3220,2023-02-23,1900-01-01 20:33:37,109,109,Korean Beef Bowl,Asian,17.95,20
7308,3221,2023-02-23,1900-01-01 21:09:47,108,108,Tofu Pad Thai,Asian,14.5,21
7309,3222,2023-02-23,1900-01-01 21:19:27,109,109,Korean Beef Bowl,Asian,17.95,21
7310,3222,2023-02-23,1900-01-01 21:19:27,118,118,Steak Burrito,Mexican,14.95,21
7311,3222,2023-02-23,1900-01-01 21:19:27,123,123,Chips & Guacamole,Mexican,9.0,21
7312,3223,2023-02-23,1900-01-01 22:05:27,116,116,Steak Tacos,Mexican,13.95,22
7313,3223,2023-02-23,1900-01-01 22:05:27,126,126,Fettuccine Alfredo,Italian,14.5,22
7314,3223,2023-02-23,1900-01-01 22:05:27,132,132,Eggplant Parmesan,Italian,16.95,22
7315,3224,2023-02-23,1900-01-01 22:22:21,107,107,Orange Chicken,Asian,16.5,22
7316,3225,2023-02-24,1900-01-01 11:44:17,108,108,Tofu Pad Thai,Asian,14.5,11
7317,3226,2023-02-24,1900-01-01 11:56:22,108,108,Tofu Pad Thai,Asian,14.5,11
7318,3226,2023-02-24,1900-01-01 11:56:22,129,129,Mushroom Ravioli,Italian,15.5,11
7319,3226,2023-02-24,1900-01-01 11:56:22,113,113,Edamame,Asian,5.0,11
7320,3226,2023-02-24,1900-01-01 11:56:22,118,118,Steak Burrito,Mexican,14.95,11
7321,3226,2023-02-24,1900-01-01 11:56:22,121,121,Cheese Quesadillas,Mexican,10.5,11
7322,3227,2023-02-24,1900-01-01 11:57:44,103,103,Hot Dog,American,9.0,11
7323,3227,2023-02-24,1900-01-01 11:57:44,122,122,Chips & Salsa,Mexican,7.0,11
7324,3228,2023-02-24,1900-01-01 12:08:42,109,109,Korean Beef Bowl,Asian,17.95,12
7325,3228,2023-02-24,1900-01-01 12:08:42,111,111,California Roll,Asian,11.95,12
7326,3229,2023-02-24,1900-01-01 12:11:31,124,124,Spaghetti,Italian,14.5,12
7327,3229,2023-02-24,1900-01-01 12:11:31,120,120,Steak Torta,Mexican,13.95,12
7328,3230,2023-02-24,1900-01-01 12:13:18,121,121,Cheese Quesadillas,Mexican,10.5,12
7329,3230,2023-02-24,1900-01-01 12:13:18,106,106,French Fries,American,7.0,12
7330,3231,2023-02-24,1900-01-01 12:15:10,125,125,Spaghetti & Meatballs,Italian,17.95,12
7331,3231,2023-02-24,1900-01-01 12:15:10,130,130,Shrimp Scampi,Italian,19.95,12
7332,3232,2023-02-24,1900-01-01 12:24:43,124,124,Spaghetti,Italian,14.5,12
7333,3232,2023-02-24,1900-01-01 12:24:43,125,125,Spaghetti & Meatballs,Italian,17.95,12
7334,3232,2023-02-24,1900-01-01 12:24:43,126,126,Fettuccine Alfredo,Italian,14.5,12
7335,3232,2023-02-24,1900-01-01 12:24:43,122,122,Chips & Salsa,Mexican,7.0,12
7336,3233,2023-02-24,1900-01-01 12:29:32,106,106,French Fries,American,7.0,12
7337,3234,2023-02-24,1900-01-01 12:34:37,101,101,Hamburger,American,12.95,12
7338,3234,2023-02-24,1900-01-01 12:34:37,101,101,Hamburger,American,12.95,12
7339,3234,2023-02-24,1900-01-01 12:34:37,115,115,Chicken Tacos,Mexican,11.95,12
7340,3234,2023-02-24,1900-01-01 12:34:37,102,102,Cheeseburger,American,13.95,12
7341,3234,2023-02-24,1900-01-01 12:34:37,102,102,Cheeseburger,American,13.95,12
7342,3234,2023-02-24,1900-01-01 12:34:37,124,124,Spaghetti,Italian,14.5,12
7343,3234,2023-02-24,1900-01-01 12:34:37,109,109,Korean Beef Bowl,Asian,17.95,12
7344,3234,2023-02-24,1900-01-01 12:34:37,113,113,Edamame,Asian,5.0,12
7345,3234,2023-02-24,1900-01-01 12:34:37,121,121,Cheese Quesadillas,Mexican,10.5,12
7346,3234,2023-02-24,1900-01-01 12:34:37,105,105,Mac & Cheese,American,7.0,12
7347,3235,2023-02-24,1900-01-01 12:49:47,118,118,Steak Burrito,Mexican,14.95,12
7348,3236,2023-02-24,1900-01-01 12:50:51,101,101,Hamburger,American,12.95,12
7349,3236,2023-02-24,1900-01-01 12:50:51,115,115,Chicken Tacos,Mexican,11.95,12
7350,3236,2023-02-24,1900-01-01 12:50:51,105,105,Mac & Cheese,American,7.0,12
7351,3236,2023-02-24,1900-01-01 12:50:51,123,123,Chips & Guacamole,Mexican,9.0,12
7352,3237,2023-02-24,1900-01-01 12:51:26,102,102,Cheeseburger,American,13.95,12
7353,3238,2023-02-24,1900-01-01 12:52:55,122,122,Chips & Salsa,Mexican,7.0,12
7354,3239,2023-02-24,1900-01-01 13:11:53,118,118,Steak Burrito,Mexican,14.95,13
7355,3240,2023-02-24,1900-01-01 13:24:10,107,107,Orange Chicken,Asian,16.5,13
7356,3240,2023-02-24,1900-01-01 13:24:10,127,127,Meat Lasagna,Italian,17.95,13
7357,3240,2023-02-24,1900-01-01 13:24:10,122,122,Chips & Salsa,Mexican,7.0,13
7358,3241,2023-02-24,1900-01-01 13:26:36,107,107,Orange Chicken,Asian,16.5,13
7359,3242,2023-02-24,1900-01-01 13:26:39,116,116,Steak Tacos,Mexican,13.95,13
7360,3242,2023-02-24,1900-01-01 13:26:39,120,120,Steak Torta,Mexican,13.95,13
7361,3242,2023-02-24,1900-01-01 13:26:39,123,123,Chips & Guacamole,Mexican,9.0,13
7362,3243,2023-02-24,1900-01-01 13:29:11,118,118,Steak Burrito,Mexican,14.95,13
7363,3243,2023-02-24,1900-01-01 13:29:11,123,123,Chips & Guacamole,Mexican,9.0,13
7364,3244,2023-02-24,1900-01-01 13:40:52,116,116,Steak Tacos,Mexican,13.95,13
7365,3244,2023-02-24,1900-01-01 13:40:52,117,117,Chicken Burrito,Mexican,12.95,13
7366,3245,2023-02-24,1900-01-01 14:08:37,132,132,Eggplant Parmesan,Italian,16.95,14
7367,3246,2023-02-24,1900-01-01 14:31:36,116,116,Steak Tacos,Mexican,13.95,14
7368,3246,2023-02-24,1900-01-01 14:31:36,124,124,Spaghetti,Italian,14.5,14
7369,3246,2023-02-24,1900-01-01 14:31:36,117,117,Chicken Burrito,Mexican,12.95,14
7370,3247,2023-02-24,1900-01-01 14:43:13,117,117,Chicken Burrito,Mexican,12.95,14
7371,3248,2023-02-24,1900-01-01 15:00:06,112,112,Salmon Roll,Asian,14.95,15
7372,3249,2023-02-24,1900-01-01 15:18:55,108,108,Tofu Pad Thai,Asian,14.5,15
7373,3249,2023-02-24,1900-01-01 15:18:55,109,109,Korean Beef Bowl,Asian,17.95,15
7374,3249,2023-02-24,1900-01-01 15:18:55,118,118,Steak Burrito,Mexican,14.95,15
7375,3250,2023-02-24,1900-01-01 16:09:29,101,101,Hamburger,American,12.95,16
7376,3250,2023-02-24,1900-01-01 16:09:29,109,109,Korean Beef Bowl,Asian,17.95,16
7377,3250,2023-02-24,1900-01-01 16:09:29,119,119,Chicken Torta,Mexican,11.95,16
7378,3250,2023-02-24,1900-01-01 16:09:29,106,106,French Fries,American,7.0,16
7379,3251,2023-02-24,1900-01-01 16:19:28,117,117,Chicken Burrito,Mexican,12.95,16
7380,3252,2023-02-24,1900-01-01 16:28:32,118,118,Steak Burrito,Mexican,14.95,16
7381,3253,2023-02-24,1900-01-01 16:33:11,112,112,Salmon Roll,Asian,14.95,16
7382,3254,2023-02-24,1900-01-01 16:39:08,109,109,Korean Beef Bowl,Asian,17.95,16
7383,3254,2023-02-24,1900-01-01 16:39:08,129,129,Mushroom Ravioli,Italian,15.5,16
7384,3254,2023-02-24,1900-01-01 16:39:08,111,111,California Roll,Asian,11.95,16
7385,3255,2023-02-24,1900-01-01 16:41:21,105,105,Mac & Cheese,American,7.0,16
7386,3255,2023-02-24,1900-01-01 16:41:21,105,105,Mac & Cheese,American,7.0,16
7387,3255,2023-02-24,1900-01-01 16:41:21,132,132,Eggplant Parmesan,Italian,16.95,16
7388,3256,2023-02-24,1900-01-01 17:31:07,104,104,Veggie Burger,American,10.5,17
7389,3256,2023-02-24,1900-01-01 17:31:07,108,108,Tofu Pad Thai,Asian,14.5,17
7390,3256,2023-02-24,1900-01-01 17:31:07,113,113,Edamame,Asian,5.0,17
7391,3256,2023-02-24,1900-01-01 17:31:07,113,113,Edamame,Asian,5.0,17
7392,3257,2023-02-24,1900-01-01 17:38:20,111,111,California Roll,Asian,11.95,17
7393,3257,2023-02-24,1900-01-01 17:38:20,105,105,Mac & Cheese,American,7.0,17
7394,3258,2023-02-24,1900-01-01 17:40:49,125,125,Spaghetti & Meatballs,Italian,17.95,17
7395,3258,2023-02-24,1900-01-01 17:40:49,109,109,Korean Beef Bowl,Asian,17.95,17
7396,3258,2023-02-24,1900-01-01 17:40:49,130,130,Shrimp Scampi,Italian,19.95,17
7397,3259,2023-02-24,1900-01-01 17:40:57,116,116,Steak Tacos,Mexican,13.95,17
7398,3260,2023-02-24,1900-01-01 17:41:19,105,105,Mac & Cheese,American,7.0,17
7399,3260,2023-02-24,1900-01-01 17:41:19,132,132,Eggplant Parmesan,Italian,16.95,17
7400,3261,2023-02-24,1900-01-01 17:50:57,101,101,Hamburger,American,12.95,17
7401,3261,2023-02-24,1900-01-01 17:50:57,124,124,Spaghetti,Italian,14.5,17
7402,3261,2023-02-24,1900-01-01 17:50:57,113,113,Edamame,Asian,5.0,17
7403,3261,2023-02-24,1900-01-01 17:50:57,119,119,Chicken Torta,Mexican,11.95,17
7404,3262,2023-02-24,1900-01-01 18:05:09,102,102,Cheeseburger,American,13.95,18
7405,3262,2023-02-24,1900-01-01 18:05:09,112,112,Salmon Roll,Asian,14.95,18
7406,3262,2023-02-24,1900-01-01 18:05:09,130,130,Shrimp Scampi,Italian,19.95,18
7407,3263,2023-02-24,1900-01-01 18:11:03,101,101,Hamburger,American,12.95,18
7408,3264,2023-02-24,1900-01-01 18:19:39,108,108,Tofu Pad Thai,Asian,14.5,18
7409,3264,2023-02-24,1900-01-01 18:19:39,131,131,Chicken Parmesan,Italian,17.95,18
7410,3265,2023-02-24,1900-01-01 18:39:12,116,116,Steak Tacos,Mexican,13.95,18
7411,3265,2023-02-24,1900-01-01 18:39:12,110,110,Pork Ramen,Asian,17.95,18
7412,3265,2023-02-24,1900-01-01 18:39:12,113,113,Edamame,Asian,5.0,18
7413,3266,2023-02-24,1900-01-01 18:40:58,115,115,Chicken Tacos,Mexican,11.95,18
7414,3266,2023-02-24,1900-01-01 18:40:58,126,126,Fettuccine Alfredo,Italian,14.5,18
7415,3267,2023-02-24,1900-01-01 18:42:17,126,126,Fettuccine Alfredo,Italian,14.5,18
7416,3267,2023-02-24,1900-01-01 18:42:17,113,113,Edamame,Asian,5.0,18
7417,3268,2023-02-24,1900-01-01 19:23:15,118,118,Steak Burrito,Mexican,14.95,19
7418,3268,2023-02-24,1900-01-01 19:23:15,122,122,Chips & Salsa,Mexican,7.0,19
7419,3269,2023-02-24,1900-01-01 19:26:01,109,109,Korean Beef Bowl,Asian,17.95,19
7420,3269,2023-02-24,1900-01-01 19:26:01,120,120,Steak Torta,Mexican,13.95,19
7421,3269,2023-02-24,1900-01-01 19:26:01,106,106,French Fries,American,7.0,19
7422,3270,2023-02-24,1900-01-01 19:31:37,129,129,Mushroom Ravioli,Italian,15.5,19
7423,3271,2023-02-24,1900-01-01 19:40:28,117,117,Chicken Burrito,Mexican,12.95,19
7424,3272,2023-02-24,1900-01-01 19:43:11,125,125,Spaghetti & Meatballs,Italian,17.95,19
7425,3272,2023-02-24,1900-01-01 19:43:11,110,110,Pork Ramen,Asian,17.95,19
7426,3273,2023-02-24,1900-01-01 20:20:10,124,124,Spaghetti,Italian,14.5,20
7427,3273,2023-02-24,1900-01-01 20:20:10,110,110,Pork Ramen,Asian,17.95,20
7428,3274,2023-02-24,1900-01-01 20:23:21,113,113,Edamame,Asian,5.0,20
7429,3274,2023-02-24,1900-01-01 20:23:21,106,106,French Fries,American,7.0,20
7431,3276,2023-02-24,1900-01-01 20:46:55,109,109,Korean Beef Bowl,Asian,17.95,20
7432,3276,2023-02-24,1900-01-01 20:46:55,114,114,Potstickers,Asian,9.0,20
7433,3277,2023-02-24,1900-01-01 20:49:40,124,124,Spaghetti,Italian,14.5,20
7434,3278,2023-02-24,1900-01-01 21:03:42,102,102,Cheeseburger,American,13.95,21
7435,3278,2023-02-24,1900-01-01 21:03:42,109,109,Korean Beef Bowl,Asian,17.95,21
7436,3278,2023-02-24,1900-01-01 21:03:42,111,111,California Roll,Asian,11.95,21
7437,3278,2023-02-24,1900-01-01 21:03:42,120,120,Steak Torta,Mexican,13.95,21
7438,3279,2023-02-24,1900-01-01 21:35:05,101,101,Hamburger,American,12.95,21
7439,3279,2023-02-24,1900-01-01 21:35:05,106,106,French Fries,American,7.0,21
7440,3280,2023-02-24,1900-01-01 21:48:31,102,102,Cheeseburger,American,13.95,21
7441,3280,2023-02-24,1900-01-01 21:48:31,124,124,Spaghetti,Italian,14.5,21
7442,3280,2023-02-24,1900-01-01 21:48:31,113,113,Edamame,Asian,5.0,21
7443,3280,2023-02-24,1900-01-01 21:48:31,119,119,Chicken Torta,Mexican,11.95,21
7444,3281,2023-02-24,1900-01-01 21:50:48,124,124,Spaghetti,Italian,14.5,21
7445,3281,2023-02-24,1900-01-01 21:50:48,113,113,Edamame,Asian,5.0,21
7446,3281,2023-02-24,1900-01-01 21:50:48,123,123,Chips & Guacamole,Mexican,9.0,21
7447,3282,2023-02-24,1900-01-01 22:57:58,123,123,Chips & Guacamole,Mexican,9.0,22
7448,3283,2023-02-25,1900-01-01 10:54:03,125,125,Spaghetti & Meatballs,Italian,17.95,10
7449,3283,2023-02-25,1900-01-01 10:54:03,111,111,California Roll,Asian,11.95,10
7450,3284,2023-02-25,1900-01-01 11:37:52,109,109,Korean Beef Bowl,Asian,17.95,11
7451,3285,2023-02-25,1900-01-01 11:47:42,101,101,Hamburger,American,12.95,11
7452,3286,2023-02-25,1900-01-01 11:50:16,107,107,Orange Chicken,Asian,16.5,11
7453,3286,2023-02-25,1900-01-01 11:50:16,104,104,Veggie Burger,American,10.5,11
7454,3286,2023-02-25,1900-01-01 11:50:16,106,106,French Fries,American,7.0,11
7455,3286,2023-02-25,1900-01-01 11:50:16,132,132,Eggplant Parmesan,Italian,16.95,11
7456,3287,2023-02-25,1900-01-01 12:00:21,101,101,Hamburger,American,12.95,12
7457,3287,2023-02-25,1900-01-01 12:00:21,125,125,Spaghetti & Meatballs,Italian,17.95,12
7458,3288,2023-02-25,1900-01-01 12:00:55,102,102,Cheeseburger,American,13.95,12
7459,3288,2023-02-25,1900-01-01 12:00:55,104,104,Veggie Burger,American,10.5,12
7460,3288,2023-02-25,1900-01-01 12:00:55,110,110,Pork Ramen,Asian,17.95,12
7461,3289,2023-02-25,1900-01-01 12:22:27,102,102,Cheeseburger,American,13.95,12
7462,3289,2023-02-25,1900-01-01 12:22:27,125,125,Spaghetti & Meatballs,Italian,17.95,12
7463,3289,2023-02-25,1900-01-01 12:22:27,113,113,Edamame,Asian,5.0,12
7464,3289,2023-02-25,1900-01-01 12:22:27,118,118,Steak Burrito,Mexican,14.95,12
